,Born,Died,Title Year,Population,Latitude,Longitude,Birthplace,region,name
32776,1956,,1982,2884.0,54.4,-126.65,Houston,Africa,Algeria
32859,1970,,1995,21258.0,22.216667,-98.4,Ébano,,
32861,1949,,1978,555878.0,20.0247222,-75.8219444,Santiago de Cuba,,
32862,1985,,2009,555878.0,20.0247222,-75.8219444,Santiago de Cuba,,
32863,1978,,2009,,39.449974,-2.67394,Las Pedroñeras,,
32864,1963,,1991,1246133.0,48.15,11.5833,Munich,Africa,Algeria
32927,1997,,2013,1246133.0,48.15,11.5833,Munich,Africa,Algeria
32990,1968,,1992,1246133.0,48.15,11.5833,Munich,Africa,Algeria
33053,1965,,1988,272337.0,50.083333,8.25,Wiesbaden,,
33054,1983,,2017,317266.0,28.9,76.56666700000001,Rohtak,,
33055,1980,,2007,,-5.65,142.4666667,Hanoi,,
33057,1993,,2018,,-5.65,142.4666667,Hanoi,,
33059,1970,,2009,,53.63333299999999,7.633333,Bochum,,
33062,1957,,2001,1089958.0,55.666667,12.583333,Copenhagen,,
33066,1952,,2012,1089958.0,55.666667,12.583333,Copenhagen,,
33070,1965,,1996,1089958.0,55.666667,12.583333,Copenhagen,,
33074,1993,,2012,,41.7333333,-94.60388890000002,Wichita,,
33076,1971,,2008,,3.216667,-51.233333,Cologne,,
33114,1948,,1971,,3.216667,-51.233333,Cologne,,
33152,1982,,2018,,3.216667,-51.233333,Cologne,,
33191,1944,,1965,,49.773189,15.981913,Kladno,,
33193,1972,,2006,156661.0,46.075363,18.232845,Pécs,,
33194,1987,,2011,156661.0,46.075363,18.232845,Pécs,,
33195,1981,,2008,6493177.0,23.7230556,90.4086111,Dhaka,,
33201,1966,,1987,6493177.0,23.7230556,90.4086111,Dhaka,,
33207,1994,,2008,,30.947222,116.580556,Xinghua,,
33309,1978,,2018,148383.0,40.7894444,43.8475,Gyumri,,
33310,1974,,2004,148383.0,40.7894444,43.8475,Gyumri,,
33311,1990,,2007,,-36.216667,148.666667,Eastbourne,,
33315,1967,,1995,,46.033333,-78.466667,Brent,,
33328,1951,2015,1976,,43.64194439999999,17.9375,Osijek,,
33332,1975,,2018,,43.64194439999999,17.9375,Osijek,,
33336,1969,,1994,,43.64194439999999,17.9375,Osijek,,
33340,1980,,2002,,43.64194439999999,17.9375,Osijek,,
33344,1962,2019,2000,,43.64194439999999,17.9375,Osijek,,
33348,1977,,2005,,51.181111,71.427778,Tselinograd,,
33349,1966,,2005,,51.181111,71.427778,Tselinograd,,
33350,1995,,2014,854980.0,31.3203,48.6693,Ahvaz,,
33352,1987,,2007,,52.9,141.066667,Tatarstan,,
33354,1985,,2002,,35.503859000000006,66.583567,Osh,,
33356,1995,,2013,19183.0,44.985,20.160833,Stara Pazova,,
33357,2002,,2019,147283.0,11.35,77.733333,Erode,,
33358,1956,,1982,,42.2666667,23.1166667,Stanke Dimitrov,,
33359,1986,,2008,,33.486827000000005,63.274545,Astana,,
33397,1974,,1996,,33.486827000000005,63.274545,Astana,,
33435,1979,,1999,,33.486827000000005,63.274545,Astana,,
33473,1969,,1988,6774.0,49.104411,25.910256,Kopychyntsi,,
33474,1956,,1991,6487.0,54.1721,74.6946,Novovarshavka,,
33475,1946,,1978,,42.392222,18.9225,Cetinje,,
33476,1936,2005,1976,,42.392222,18.9225,Cetinje,,
33477,1984,,2002,10796.0,42.3241667,42.43,Khoni,,
33478,1973,,2002,19238.0,49.884086,19.491489,Wadowice,,
33479,1979,,2011,40518.0,51.524517,5.975006,Venray,,
33480,1990,,2015,,10.109167,76.36444399999999,Aluva,,
33481,1980,,2002,,47.207295,8.298231,Lieli,,
33482,1985,,2004,,43.8930556,18.3286111,Priboj,,
33489,1974,,2003,,28.557778000000003,107.51,Kolin,,
33495,1983,,2001,,35.728134999999995,69.39846899999999,Gali,,
33514,1980,,2002,808690.0,59.916667,10.75,Oslo,,
33517,1993,,2018,808690.0,59.916667,10.75,Oslo,,
33520,1997,,2017,808690.0,59.916667,10.75,Oslo,,
33523,1993,,2016,808690.0,59.916667,10.75,Oslo,,
33526,1959,,1995,3730212.0,-37.813938,144.963425,Melbourne,,
33537,1989,,2009,28751.0,42.1538889,42.335,Samtredia,,
33538,1987,,2007,50171.0,53.88333299999999,-1.916667,Keighley,,
33540,1975,,2002,36466.0,52.49126,4.652082,Beverwijk,,
33541,1991,,2014,,29.329547,121.058037,Shanghai,Africa,Algeria
33609,1983,,2003,,29.329547,121.058037,Shanghai,Africa,Algeria
33677,1998,,2019,,29.329547,121.058037,Shanghai,Africa,Algeria
33745,1988,,2006,,29.329547,121.058037,Shanghai,Africa,Algeria
33813,1989,,2009,414059.0,42.3,69.6,Shymkent,,
33814,1995,,2015,,49.683333000000005,10.533333,Frankfurt,Africa,Algeria
33876,1967,,1989,,49.683333000000005,10.533333,Frankfurt,Africa,Algeria
33938,1959,,1988,86250.0,49.899285,28.602346,Berdychiv,,
33939,1980,,2001,57014.0,63.1,21.6,Vaasa,,
33940,1993,,2016,909988.0,9.933333,78.116667,Madurai,,
33941,1983,,2006,909988.0,9.933333,78.116667,Madurai,,
33942,1993,,2016,107450.0,54.193589,16.184916,Koszalin,,
33943,1983,,2006,14630.0,57.8338889,27.0194444,Võru,,
33944,1962,,1999,,39.677731,48.141952,Frunze,,
34091,1959,2011,1996,,39.677731,48.141952,Frunze,,
34238,1951,,1970,,53.583889,65.23916700000001,Zlatoust,,
34242,1999,,2018,,12.933333,79.133333,Vellore,,
34243,1992,,2013,,12.933333,79.133333,Vellore,,
34244,1999,,2015,219591.0,10.8,79.15,Thanjavur,,
34245,1947,,2008,,-33.877132,-64.688039,Washington,,
34291,1973,,1998,,54.1219,59.125,Uralsk,,
34293,1999,,2016,,18.3166667,-77.3833333,Cyprus,Oceania,American Samoa
34322,2004,,2020,,47.833333,11.966667,Mainz,Africa,Algeria
34383,1990,,2007,,56.659167,93.028056,Perm,,
34385,1984,,2004,,56.659167,93.028056,Perm,,
34387,1986,,2006,107394.0,55.09680600000001,36.610064,Obninsk,,
34388,1968,2014,1992,215272.0,53.9059,86.719,Prokopyevsk,,
34389,1984,,2004,126807.0,56.091991,54.27031899999999,Neftekamsk,,
34390,1985,,2011,,41.040555600000005,-74.5330556,Russia,,
34393,1990,,2010,,41.040555600000005,-74.5330556,Russia,,
34396,1998,,2020,,41.040555600000005,-74.5330556,Russia,,
34399,1925,2006,1960,5893.0,62.109101,42.895947,Shenkursk,,
34400,1963,,1989,,51.408626,-0.042002,Beckenham,,
34402,1975,,1998,907460.0,56.0091,92.8628,Krasnoyarsk,,
34405,1982,,2010,907460.0,56.0091,92.8628,Krasnoyarsk,,
34408,1945,2008,1975,69547.0,42.0166667,23.1,Blagoevgrad,,
34409,1956,,1983,,43.6725,19.0775,Borovo,,
34423,1993,,2014,147736.0,52.366667,4.65,Haarlem,,
34427,1935,2010,1997,,55.30222220000001,30.3116667,Ruba,,
34433,1953,,1975,12059.0,53.516667000000005,13.983332999999998,Pasewalk,,
34434,1974,,1998,236249.0,48.291488,25.940341,Chernivtsi,,
34435,1982,,2007,,-8.011274,15.721837,Penza,,
34442,1967,,1993,20497.0,42.9,23.7833333,Botevgrad,,
34443,1999,,2017,,-33.463384999999995,-62.731966,Bremen,,
34467,1944,,1995,104517.0,43.3433333,17.8080556,Mostar,,
34469,1987,,2002,874684.0,16.516667,80.616667,Vijayawada,Africa,Algeria
34529,1993,,2012,874684.0,16.516667,80.616667,Vijayawada,Africa,Algeria
34590,1971,,2006,,50.264868,28.676691,Zhitomir,,
34591,1980,,2006,,50.264868,28.676691,Zhitomir,,
34592,1976,,2004,,54.7838,45.3864,Vyazniki,,
34598,1998,,2017,,41.9766667,-72.7794444,Hungary,,
34599,1962,,1998,,44.843056,20.401111,Zemun,,
34600,1976,,2007,,44.843056,20.401111,Zemun,,
34601,1961,2016,2007,,44.843056,20.401111,Zemun,,
34602,1976,,2006,,53.166667,63.583333,Kustanay,,
34604,1953,,2005,62471.0,44.270833,19.884167,Valjevo,,
34605,1942,2014,1973,62471.0,44.270833,19.884167,Valjevo,,
34819,1965,,2003,,-17.316667000000002,145.6,Tula,,
35032,1985,,2017,,-17.316667000000002,145.6,Tula,,
35245,1958,,1989,1576843.0,33.5,36.3,Damascus,,
35259,1960,,1980,1576843.0,33.5,36.3,Damascus,,
35273,1942,,1976,28428.0,42.6505556,18.0913889,Dubrovnik,,
35333,1983,,2002,,51.505507,31.284875,Chernigov,Africa,Algeria
35393,1940,2005,1973,,51.505507,31.284875,Chernigov,Africa,Algeria
35453,1972,,2007,456044.0,-31.629484,-60.701036,Santa Fe,,
35815,1975,,1992,64235.0,44.1053,39.0802,Tuapse,,
35816,1976,,2001,44193.0,58.37472220000001,24.5136111,Pärnu,,
35817,1977,,2000,,1.966667,-54.916667,Pune,,
35819,1947,,1974,255115.0,46.0552778,14.514444400000002,Ljubljana,,
35820,1988,,2007,255115.0,46.0552778,14.514444400000002,Ljubljana,,
35821,1941,,1963,255115.0,46.0552778,14.514444400000002,Ljubljana,,
35822,1983,,2012,255115.0,46.0552778,14.514444400000002,Ljubljana,,
35823,1974,,2006,255115.0,46.0552778,14.514444400000002,Ljubljana,,
35825,1946,2020,1973,,51.4043,84.9642,Mariinsk,,
35830,1962,2018,1992,542381.0,54.6833333,25.3166667,Vilnius,,
35831,1963,,1991,542381.0,54.6833333,25.3166667,Vilnius,,
35832,1997,,2016,11805.0,58.9430556,23.5413889,Haapsalu,,
35833,1994,,2013,,42.801291,2.002472,Niort,,
35836,1985,,2005,,-32.55,151.73333300000002,Woerden,,
35838,1960,,1992,2025.0,56.706944400000005,24.3519444,Baldone,,
35839,1989,,2013,,42.616667,-8.9,Esteiro,,
35844,1959,,1986,75740.0,53.05,8.616667,Delmenhorst,,
35845,1966,,1995,,41.7986111,20.8591667,Lesnica,,
35857,1988,,2006,90853.0,50.027778000000005,15.775833,Pardubice,,
35858,1991,,2006,3467426.0,10.75,106.666667,Ho Chi Minh City,,
35859,1972,,1999,3467426.0,10.75,106.666667,Ho Chi Minh City,,
35860,1982,,2010,,48.56066,-3.148519,Guingamp,,
35861,1947,,1982,,50.720474,15.171128,Jablonec nad Nisou,,
35864,1988,,2007,434959.0,54.706493,20.510951,Kaliningrad,,
35866,1952,2020,1992,434959.0,54.706493,20.510951,Kaliningrad,,
35868,1997,,2017,,45.880291,127.133732,Chongqing,,
35870,2000,,2018,,45.880291,127.133732,Chongqing,,
35872,1991,,2017,,45.880291,127.133732,Chongqing,,
35874,1978,,1998,,45.880291,127.133732,Chongqing,,
35876,1933,2014,1964,204825.0,47.533333,21.633333,Debrecen,,
35878,1989,,2007,,30.710932,118.400485,Taiyuan,,
35882,1987,,2004,,30.710932,118.400485,Taiyuan,,
35886,1999,,2017,,30.710932,118.400485,Taiyuan,,
35890,1999,,2019,,26.368281,115.342894,Chengdu,,
35892,2001,,2017,1878129.0,30.29365,120.161419,Hangzhou,Africa,Algeria
35953,1980,,2004,,27.381639,114.134262,Guangzhou,,
35955,1968,,2004,,27.381639,114.134262,Guangzhou,,
35957,1979,,2004,,27.381639,114.134262,Guangzhou,,
35959,1960,,1998,,42.768317,129.336355,Guangdong,,
35960,1991,,2012,,42.768317,129.336355,Guangdong,,
35961,1993,,2013,,42.768317,129.336355,Guangdong,,
35962,1984,,2009,,46.65,-71.3,Saint-Étienne,,
35978,1980,,2005,,59.15,9.666667,Porsgrunn,,
35979,1971,,2005,44502.0,48.5833333,19.1333333,Zvolen,,
35980,1962,,2000,6023742.0,-22.9,-43.233333,Rio de Janeiro,,
35981,1990,,2009,89763.0,59.576389,30.128333,Gatchina,,
35983,1992,,2015,,28.661944,121.46,Shandong,Africa,Algeria
36105,1991,,2013,,28.661944,121.46,Shandong,Africa,Algeria
36227,1990,,2016,,28.661944,121.46,Shandong,Africa,Algeria
36349,1988,,2008,,28.661944,121.46,Shandong,Africa,Algeria
36471,1978,,2008,,39.698897,-2.2878130000000003,Don Benito,,
36474,1960,,1982,,-9.1,-61.666667,Philadelphia,,
36585,1962,,1988,,-9.1,-61.666667,Philadelphia,,
36696,1955,,1991,189341.0,53.1585,48.4681,Syzran,,
36697,1999,,2017,,36.898035,66.976639,Isfahan,,
36699,1996,,2017,47682.0,44.88,40.598611,Kurganinsk,,
36700,1984,,2006,20691.0,44.561389,25.948889,Buftea,,
36701,1971,,1992,,48.683333000000005,15.566667,Neukirchen,,
36773,1956,2017,1991,28114.0,57.785064,36.696512,Bezhetsk,,
36774,1967,,1994,,22.5,-83.5333333,Manresa,,
36780,2000,,2016,,31.471681,65.57826700000001,Gorgan,,
36790,1966,,1998,,26.9,74.133333,Khuri,,
36795,1963,,1993,198835.0,50.297612,18.676583,Gliwice,,
36796,1986,,2014,198835.0,50.297612,18.676583,Gliwice,,
36797,1974,,1999,2727.0,42.583333,-82.166667,Dresden,,
36809,1928,2013,1959,2727.0,42.583333,-82.166667,Dresden,,
36821,1972,,2014,2727.0,42.583333,-82.166667,Dresden,,
36833,1935,2020,1959,2727.0,42.583333,-82.166667,Dresden,,
36845,1979,,2010,2727.0,42.583333,-82.166667,Dresden,,
36857,1969,,1995,,54.9166667,29.4,Cherkasy,,
36869,1980,,1998,,41.85,25.8833333,Ivanovo,,
36897,1956,,2003,265027.0,61.796131,34.349295,Petrozavodsk,,
36898,1979,,2002,42243.0,48.87143,2.229289,Suresnes,,
36899,1969,,1998,,46.822239,5.586825,Toulouse,,
36901,1960,,1996,,46.822239,5.586825,Toulouse,,
36903,1987,,2010,,-34.641909000000005,-58.586642000000005,Haedo,,
36905,1946,,1974,,19.3833333,-71.7833333,Florence,,
36942,1985,,2007,82336.0,48.7333333,19.15,Banská Bystrica,,
36943,1972,,2008,,39.817347,46.755668,Stepanakert,,
37001,1938,,1975,176315.0,43.5138889,16.455833300000002,Split,,
37002,1976,,1999,176315.0,43.5138889,16.455833300000002,Split,,
37003,1984,,2007,176315.0,43.5138889,16.455833300000002,Split,,
37004,1990,,2008,176315.0,43.5138889,16.455833300000002,Split,,
37005,2000,,2017,20562.0,39.9538889,44.5505556,Artashat,Africa,Algeria
37065,1984,,2008,1010331.0,48.71939,44.501835,Volgograd,,
37066,1958,,2008,,-36.710137,-57.585696,Santo Domingo,,
37547,1992,,2017,2888.0,40.9744444,45.2519444,Aygehovit,Oceania,American Samoa
37576,1970,,2011,311727.0,-23.416667,-51.916667,Maringá,,
37577,1967,,1996,,-29.583333000000003,150.316667,Gravesend,,
37580,1961,,1992,,-29.566667,151.833333,Dundee,,
37604,1952,,1972,106115.0,-29.716667,-52.433333,Santa Cruz do Sul,,
37605,1987,,2004,123271.0,-6.326389,108.32,Indramayu,,
37606,1987,,2007,100649.0,49.75,6.633333,Trier,,
37607,1955,,2008,70786.0,55.131,61.6792,Kopeysk,,
37608,1986,,2010,,-9.151022,14.509003,São Paulo,,
37804,1963,,1988,,-9.151022,14.509003,São Paulo,,
38000,2006,,2021,,12.6,-2.9,Goa,,
38013,1957,,1982,,-42.833333,147.45,Cambridge,,
38048,1995,,2017,65593.0,15.483332999999998,73.833333,Panaji,,
38049,1990,,2011,52987.0,48.7666667,18.6333333,Prievidza,,
38050,1986,,2014,231493.0,51.05,3.716667,Gent,,
38055,1962,,1990,492637.0,51.3,12.333333,Leipzig,,
38057,1971,,1997,12584.0,56.7852778,23.9380556,Olaine,,
38058,1972,,1996,481000.0,52.4416667,30.9833333,Gomel,Africa,Algeria
38118,1974,,2008,25516.0,44.365833,20.962778,Smederevska Palanka,,
38119,1955,2001,1976,,52.45,-1.916667,Edgbaston,,
38120,1937,2005,1991,,42.441111,19.263611,Titograd,,
38121,1966,,1997,,47.016667,10.733333,Grasse,,
38123,1978,,2002,,51.201111,52.086111,Donetsk,,
38127,1983,,2004,,48.774735,25.832149,Myszków,,
38128,1983,,2013,63336.0,44.783333,10.883333,Carpi,,
38129,1965,,1997,89056.0,46.5547222,15.6466667,Maribor,Oceania,American Samoa
38158,1980,,2000,53921.0,69.06888599999999,33.416218,Severomorsk,,
38159,1994,,2018,259994.0,56.1497,101.6085,Bratsk,,
38160,1980,,2007,223773.0,23.6233333,90.5011111,Narayanganj,,
38162,1995,,2018,213171.0,53.86666700000001,10.7,Lübeck,,
38176,1988,,2009,,49.478455,17.819404000000002,Kielce,,
38178,2000,,2017,36708.0,45.616667,9.216667,Desio,Oceania,American Samoa
38207,1963,,1986,,6.44,-74.046389,Viña del Mar,,
38208,1997,,2017,,36.81665,70.102108,Mashhad,,
38247,1962,,1992,610271.0,55.833333,-4.25,Glasgow,,
38267,1979,,2000,1287586.0,56.8519,60.6122,Yekaterinburg,,
38268,1970,,2008,1287586.0,56.8519,60.6122,Yekaterinburg,,
38269,1962,,2009,,41.75,25.35,Novi Pazar,,
38272,1963,,2001,28275.0,45.8986111,16.8488889,Bjelovar,,
38273,1991,,2011,,31.926389,34.803333,Ness Ziona,Africa,Algeria
38334,1987,,2003,,36.85,140.783333,Hirakata,,
38337,1998,,2016,,8.506944,76.956944,Trivandrum,,
38338,1995,,2013,,-17.7,-64.7,San Mateo,Africa,Algeria
38645,1979,,2005,224428.0,52.166667,11.666667,Magdeburg,,
38646,1993,,2006,10928270.0,28.6,77.2,New Delhi,,
38648,1997,,2012,10928270.0,28.6,77.2,New Delhi,,
38650,1983,,2012,,57.7744444,26.0452778,Valka,,
38653,1943,2007,1978,51607.0,45.774167,19.112222,Sombor,,
38654,1983,,2007,51607.0,45.774167,19.112222,Sombor,,
38655,1973,,1994,32072.0,56.359471,8.620799,Holstebro,,
38656,2003,,2021,,-11.95,-66.83333329999999,California,,
38970,1980,,2013,,-11.95,-66.83333329999999,California,,
39284,2004,,2018,325140.0,10.516667,76.216667,Thrissur,,
39285,1965,,1993,158707.0,51.833333,5.866667,Nijmegen,,
39286,1959,,1979,,-31.43031,-63.831777,Remedios,,
39367,1968,,1989,25680.0,53.55,-2.4,Farnworth,,
39369,1962,,1990,,40.5166667,43.6,Kharkov,,
39372,1978,,2004,,40.5166667,43.6,Kharkov,,
39375,1926,2016,1952,,40.5166667,43.6,Kharkov,,
39378,1972,,2005,,61.28631899999999,53.648033,Klimovsk,,
39380,1985,,2003,,64.883333,25.4,Järvenpää,,
39385,1989,,2020,,-28.151626,-65.371462,Las Tunas,,
39473,1963,,1998,1019022.0,50.833333,4.3333330000000005,Brussels,,
39477,1990,,2011,46060.0,59.3986111,27.273055600000003,Kohtla-Järve,,
39478,1973,,2007,,41.752114,0.8138489999999999,Vallfogona de Balaguer,,
39479,1977,,1999,102792.0,49.59404,17.25119,Olomouc,,
39480,1985,,2011,272808.0,20.1444444,-75.2091667,Guantánamo,,
39483,1940,2005,1978,,43.573889,21.696944,Kraljevo,,
39485,1991,,2012,,18.4166667,-78.1333333,Georgia,Africa,Algeria
39554,1908,2005,1996,,7.033333,-73.716667,Trieste,,
39556,1991,,2011,35327.0,46.350137,18.709051,Szekszárd,,
39557,1987,,2007,586702.0,52.297778,104.296389,Irkutsk,,
39558,1976,,2001,49675.0,47.141666,7.257589,Biel,,
39654,1988,,2019,,43.563902,-6.628236,Vigo,,
39666,1933,,1993,2307.0,41.983333,-82.93333299999999,Colchester,,
39674,1979,,2004,,-34.76088,-58.406319,Lomas de Zamora,,
39675,1983,,2011,15199.0,38.416667,-6.416667,Zafra,,
39679,1993,,2012,88222.0,-34.098142,-59.028585,Zarate,,
39681,1981,,2004,,-27.616667,152.76666699999998,Ipswich,,
39688,1971,,2007,,42.3166667,26.3833333,Vidin,,
39691,1988,,2011,8325.0,50.585292,16.331815,Broumov,,
39693,1980,,2008,,44.826111100000006,16.4713889,Modra,,
39761,1969,,1989,116928.0,52.176281,4.528154,Leiden,,
39763,1985,,2004,116928.0,52.176281,4.528154,Leiden,,
39765,1979,,1998,116928.0,52.176281,4.528154,Leiden,,
39767,1959,,1982,116928.0,52.176281,4.528154,Leiden,,
39773,1960,,1985,,34.9833333,33.725,Dhekelia Cantonment,,
39774,1988,,2010,101614.0,52.8,27.5333333,Salihorsk,,
39775,1991,,2018,,52.8,27.5333333,Soligorsk,,
39776,1931,2016,1962,,39.574337,2.655222,Palma de Mallorca,,
39778,1983,,1998,278548.0,48.346981,38.054189,Horlivka,,
39779,1959,,1981,,45.243333,20.582222,Orlovat,,
39780,1937,,1961,60919.0,46.84,16.843889,Zalaegerszeg,,
39781,1990,,2016,40047.0,54.8913,61.3969,Korkino,,
39789,1982,,2001,,56.0959,98.2652,Rybinsk,,
39794,1992,,2016,594619.0,37.280769,49.58319,Rasht,,
39795,1990,,2010,594619.0,37.280769,49.58319,Rasht,,
39796,1999,,2016,,-33.0,151.6,Toronto,,
39869,1981,,2011,300371.0,61.25,73.416667,Surgut,,
39871,1913,1999,1982,,4.977825,-73.90324100000001,Amsterdam,,
39885,1944,,1980,,4.977825,-73.90324100000001,Amsterdam,,
39899,1979,,2012,,4.977825,-73.90324100000001,Amsterdam,,
39913,1951,,1974,,4.977825,-73.90324100000001,Amsterdam,,
39927,1973,,2004,,4.977825,-73.90324100000001,Amsterdam,,
39941,1992,,2010,35108.0,47.780715,19.131006,Vác,,
39942,1978,,2001,,52.9362,84.5942,Tyumen,,
39948,1997,,2016,,52.9362,84.5942,Tyumen,,
39954,1989,,2012,22478.0,51.836059000000006,4.653349,Hendrik-Ido-Ambacht,,
39955,1958,,1982,,40.0236111,44.4244444,Kalinin,Africa,Algeria
40167,1921,2004,1984,22417.0,45.7925,15.164722199999998,Novo Mesto,,
40168,2000,,2017,,18.975,72.82583299999999,Mumbai,,
40169,1959,,1997,,18.975,72.82583299999999,Mumbai,,
40170,1946,,1994,290936.0,52.731689,41.443262,Tambov,,
40171,1999,,2018,142032.0,21.84,-78.7619444,Ciego de Ávila,,
40172,1971,,2002,,8.673844,-74.781827,Berlin,,
40211,1978,,2015,,8.673844,-74.781827,Berlin,,
40289,1939,,1972,188554.0,42.5,27.4666667,Burgas,,
40291,1978,,2009,188554.0,42.5,27.4666667,Burgas,,
40293,1961,,2005,,51.195278,82.010278,Voronezh,,
40298,1988,,2008,90610.0,46.624722,14.305278,Klagenfurt,,
40299,1929,2000,1961,90610.0,46.624722,14.305278,Klagenfurt,,
40300,1949,,1976,,46.466111,14.342778,Travnik,,
40309,1994,,2014,,23.033333,72.616667,Ahmedabad,Oceania,American Samoa
40340,1989,,2007,311854.0,59.13333299999999,37.9,Cherepovets,,
40341,1950,2021,1981,202688.0,61.5,23.75,Tampere,,
40342,1996,,2010,80210.0,47.233333,16.616667,Szombathely,,
40344,1946,,1980,,56.8519,60.6122,Sverdlovsk,,
40348,1983,,2009,,54.782641000000005,11.093617,Læsø,,
40349,1991,,2011,,-11.281846,14.34056,Ganja,,
40353,1972,,1998,,51.15,3.3833330000000004,Hoorn,,
40359,1981,,2014,111972.0,47.738082,7.347932000000001,Mulhouse,,
40360,1994,,2015,22930.0,51.0,3.883333,Wetteren,,
40361,1993,,2019,165504.0,4.084656,-76.19536,Tuluá,,
40362,1960,,1987,116291.0,37.772404,-3.79013,Jaén,,
40366,1979,,2007,1980242.0,36.7630556,3.0505556,Algiers,,
40370,1994,,2010,,15.116666699999998,-83.3,Guam,Oceania,American Samoa
40403,1973,,1997,,-12.95,-64.7,Montevideo,,
40488,1991,,2017,,44.6177778,17.145277800000002,Vrbas,,
40490,1980,,2001,,44.6177778,17.145277800000002,Vrbas,,
40492,1960,,1985,204863.0,-42.883209,147.331665,Hobart,,
40505,1992,,2013,,49.318212,14.908945,Pesaro,,
40507,1922,2009,1960,,-14.4333333,-62.3,Bahía Blanca,,
40508,1988,,2010,,50.016667,5.5833330000000005,Laval,,
40527,1977,,1999,,17.0666667,-61.8166667,Aberdeen,,
40585,1997,,2019,,3.03,-75.166667,Bogotá,,
40589,2005,,2020,,24.5166667,90.5666667,Nagpur,,
40653,1990,,2016,,24.5166667,90.5666667,Nagpur,,
40717,1974,,1993,,-31.9,152.48333300000002,Chatham,,
40768,1973,,2010,317136.0,49.811852,18.255282,Ostrava,,
40769,1993,,2009,543942.0,25.35731,55.403304000000006,Sharjah,,
40772,1994,,2019,,-18.0333333,-64.9666667,Concepción,Africa,Algeria
41425,1980,,2006,360281.0,51.826053,107.609794,Ulan-Ude,,
41426,1981,,2002,360281.0,51.826053,107.609794,Ulan-Ude,,
41427,1996,,2019,360281.0,51.826053,107.609794,Ulan-Ude,,
41428,1970,,2009,,10.311111,123.891667,Cebu City,,
41429,1968,,2012,,10.311111,123.891667,Cebu City,,
41430,1992,,2017,,-6.879167,-71.063056,Recife,,
41434,1996,,2018,,-10.2833333,-65.9,San Sebastián,,
41728,1999,,2018,46361.0,37.185161,-5.780930000000001,Utrera,,
41729,1982,,2007,21741.0,44.9669444,15.943055599999996,Cazin,,
41731,1969,,2004,,50.816667,4.55,Duisburg,,
41733,1974,,2001,309626.0,49.488333,8.464722,Mannheim,,
41734,1960,,1994,594255.0,51.516667,7.45,Dortmund,,
41735,2002,,2020,267044.0,52.093813,5.119095,Utrecht,,
41738,1994,,2020,267044.0,52.093813,5.119095,Utrecht,,
41741,1998,,2015,,50.616667,5.933333,Limburg,,
41805,1986,,2014,,-8.0599,112.0284,Sweden,,
41812,1973,,2003,3038.0,47.5,20.5,Kisköre,,
41813,2000,,2014,,36.4077778,-90.5797222,Corning,,
41824,1937,2010,2004,578307.0,48.480833,135.092778,Khabarovsk,,
41825,1978,,1997,,-12.054203,15.209178,Albuquerque,,
41835,1991,,2011,,-34.483333,150.85,Berkeley,,
41845,1969,,1993,,54.966667,62.7,Borovichi,,
41850,1966,,1996,,50.3082,36.709962,Murom,,
41852,1982,,2009,,50.905556,58.004167,Kherson,,
41855,1978,,2007,,50.905556,58.004167,Kherson,,
41858,1965,,1984,,-30.25,152.716667,Leigh,,
41872,1999,,2019,,46.304949,30.654779,Illichivsk,,
41873,1986,,2018,374801.0,41.3275,19.8188889,Tirana,,
41875,1973,,2008,25954.0,51.4,7.433333,Herdecke,,
41876,1981,,2011,,48.15,22.766667,Vynohradiv,,
41877,1982,,2009,,9.728056,-7.651944,Ndola,,
41940,1959,2013,1992,,4.110444,-72.858903,Cuernavaca,Americas,Anguilla
42061,1993,,2008,106972.0,46.307778000000006,44.255833,Elista,,
42062,1979,,2007,,53.5303,49.3461,Togliatti,,
42063,1983,,2007,,55.0833333,29.3333333,Pyatigorsk,,
42065,1922,2003,1987,18677.0,49.984057,20.062219,Wieliczka,,
42066,1975,,1996,145291.0,52.4,13.066667,Potsdam,,
42071,1922,2006,1992,145291.0,52.4,13.066667,Potsdam,,
42076,1958,,1987,127504.0,69.3535,88.2027,Norilsk,,
42077,1984,,2009,1843459.0,-27.47101,153.024292,Brisbane,,
42081,2001,,2017,324025.0,-35.27603,149.13435,Canberra,,
42082,1987,,2008,,53.455924,35.188005,Sevastopol,,
42086,1986,,2016,17266.0,55.416667,13.816667,Ystad,,
42087,1993,,2007,356987.0,14.459027,120.929034,Bacoor,,
42088,1978,,1999,,52.774498,19.282374,Piaseczno,,
42098,1963,,1984,80040.0,67.5,64.0,Vorkuta,,
42100,1968,,1987,9762.0,44.3422222,17.265555600000003,Jajce,,
42101,1943,,1976,,52.6196,78.7735,Troitsk,,
42119,1971,,1990,,40.909096000000005,48.384231,Varna,,
42131,1974,,2006,,40.909096000000005,48.384231,Varna,,
42143,1990,,2009,,52.033618,6.649561,Zwolle,,
42146,1976,,2010,71590.0,26.366667,86.083333,Madhubani,,
42148,1964,,2004,,42.85,26.9333333,Prilep,,
42155,1993,,2017,,51.55,-114.466667,Cremona,,
42186,1987,,2004,48720.0,51.583333,8.116667,Soest,,
42188,1983,,2012,37691.0,44.7569444,19.2161111,Bijeljina,,
42189,1926,2001,1965,,48.513199,32.259702000000004,Kirovograd,,
