,Born,Died,Title Year,Population,Latitude,Longitude,Birthplace,region,name
20317,1975,,2009,,-12.05,-68.15,Medellín,,
20386,1989,,2018,,-12.05,-68.15,Medellín,,
20455,1954,2021,1992,,-12.05,-68.15,Medellín,,
20524,1966,,2000,,50.054444,72.94833299999999,Samarkand,,
20529,1988,,2018,,50.054444,72.94833299999999,Samarkand,,
20534,1970,2009,1999,,50.054444,72.94833299999999,Samarkand,,
20539,1963,,2009,,50.054444,72.94833299999999,Samarkand,,
20544,1995,,2014,,50.054444,72.94833299999999,Samarkand,,
20549,1985,,2005,,18.1333333,-76.55,Warsaw,,
20568,1998,,2021,,18.1333333,-76.55,Warsaw,,
20587,1982,,2006,,18.1333333,-76.55,Warsaw,,
20606,1955,,1980,,18.1333333,-76.55,Warsaw,,
20625,1991,,2020,,18.1333333,-76.55,Warsaw,,
20644,1977,,1998,,18.1333333,-76.55,Warsaw,,
20663,1993,,2019,,18.1333333,-76.55,Warsaw,,
20682,1989,,2009,,18.1333333,-76.55,Warsaw,,
20701,1978,,2008,,18.1333333,-76.55,Warsaw,,
20720,1966,,1991,,22.3636111,91.8033333,Chittagong,,
20721,1962,,2003,57160.0,3.1001,98.4908,Kabanjahe,,
20722,1997,,2018,28562.0,45.775278,12.038889,Montebelluna,,
20723,1987,,2012,,47.9166667,106.9166667,Ulan Bator,,
20724,1977,,1997,,48.683333000000005,8.35,Forbach,,
20840,1953,,1975,,49.840661,24.030451,Lviv,,
20841,1983,,2011,,49.840661,24.030451,Lviv,,
20842,1971,,1996,,49.840661,24.030451,Lviv,,
20843,1973,,2001,,49.840661,24.030451,Lviv,,
20844,1993,,2011,,49.840661,24.030451,Lviv,,
20845,1990,,2009,,49.840661,24.030451,Lviv,,
20846,1986,,2006,,49.840661,24.030451,Lviv,,
20847,1989,,2007,,49.840661,24.030451,Lviv,,
20848,1958,,1998,,49.840661,24.030451,Lviv,,
20849,1954,,1978,,49.840661,24.030451,Lviv,,
20850,1986,,2005,,49.840661,24.030451,Lviv,,
20851,1952,,1976,,49.840661,24.030451,Lviv,,
20852,1961,,1994,,49.840661,24.030451,Lviv,,
20853,1972,,2000,,49.840661,24.030451,Lviv,,
20854,1986,,2001,,49.840661,24.030451,Lviv,,
20855,1991,,2009,,49.840661,24.030451,Lviv,,
20856,1988,,2008,,49.840661,24.030451,Lviv,,
20857,1993,,2009,,49.840661,24.030451,Lviv,,
20858,1998,,2018,,50.25,5.383333,Strasbourg,,
20862,1950,,1978,,-16.6666667,-68.0333333,Valencia,,
20971,1984,,2003,22131.0,55.911315,39.079457,Kirzhach,,
20972,1928,2019,1958,,-28.583333000000003,151.816667,Amiens,,
20974,1990,,2008,63223.0,57.716667,12.916667,Borås,,
20975,1981,,2004,32639.0,58.4,13.85,Skövde,,
20976,1985,,2002,,34.318408000000005,64.125093,Baja,,
20995,1994,,2014,,48.291488,25.940341,Chernovtsy,,
20997,1952,,1978,282190.0,50.264868,28.676691,Zhytomyr,,
20998,1962,,1991,282190.0,50.264868,28.676691,Zhytomyr,,
20999,1972,,1998,74840.0,49.948056,11.578333,Bayreuth,Africa,Algeria
21059,1984,,2008,,12.133333300000002,-68.2166667,Santa Clara,,
21662,1987,,2012,,12.133333300000002,-68.2166667,Santa Clara,,
22265,1984,,2005,,12.133333300000002,-68.2166667,Santa Clara,,
22868,1990,,2007,25527.0,50.9,14.833332999999998,Zittau,,
22870,1961,,1990,120745.0,48.4,10.0,Ulm,,
22876,1958,,2003,696726.0,43.85,18.3833333,Sarajevo,,
22877,1985,,2005,696726.0,43.85,18.3833333,Sarajevo,,
22878,1975,,2011,758597.0,10.311111,123.891667,Cebu,,
22879,1950,,1978,729139.0,37.9833333,23.7333333,Athens,,
22903,1964,,1990,729139.0,37.9833333,23.7333333,Athens,,
22927,1966,,2004,142484.0,44.5427778,18.6694444,Tuzla,,
22946,1968,,1993,377407.0,49.2,16.633333,Brno,,
22947,1978,,2004,377407.0,49.2,16.633333,Brno,,
22948,1974,,2000,377407.0,49.2,16.633333,Brno,,
22949,1980,,2001,37744.0,50.27916,19.563162,Olkusz,,
22950,1988,,2006,37744.0,50.27916,19.563162,Olkusz,,
22951,1990,,2013,,61.883056,13.75,Stockholm,,
22959,1963,,1992,,61.883056,13.75,Stockholm,,
22967,1969,,1989,,61.883056,13.75,Stockholm,,
22975,1955,,1982,,61.883056,13.75,Stockholm,,
22999,1953,,1990,,61.883056,13.75,Stockholm,,
23007,1997,,2015,42036.0,52.033333,8.9,Lemgo,,
23008,1988,,2004,,58.582595,50.537564,Yaroslavl,,
23012,1982,,2003,1419016.0,55.0415,82.9346,Novosibirsk,,
23013,1959,,1993,1419016.0,55.0415,82.9346,Novosibirsk,,
23014,1964,,1989,1419016.0,55.0415,82.9346,Novosibirsk,,
23015,1959,,1984,1419016.0,55.0415,82.9346,Novosibirsk,,
23016,1986,,2007,1419016.0,55.0415,82.9346,Novosibirsk,,
23017,1986,,2009,1419016.0,55.0415,82.9346,Novosibirsk,,
23018,1990,,2020,90251.0,54.7551,83.0967,Berdsk,,
23019,1993,2020,2017,,46.463934,30.738551,Odessa,,
23030,1984,,2004,,46.463934,30.738551,Odessa,,
23041,1956,,1986,,46.463934,30.738551,Odessa,,
23052,1987,,2009,,46.463934,30.738551,Odessa,,
23063,1925,1998,1952,,46.463934,30.738551,Odessa,,
23074,1970,,1996,,46.463934,30.738551,Odessa,,
23085,1983,,2013,,46.463934,30.738551,Odessa,,
23096,1950,2011,1986,,46.463934,30.738551,Odessa,,
23107,1960,,1992,,46.463934,30.738551,Odessa,,
23118,1950,,1978,,46.463934,30.738551,Odessa,,
23129,1980,,2006,,46.463934,30.738551,Odessa,,
23140,1946,,1972,,46.463934,30.738551,Odessa,,
23151,1991,,2009,120366.0,48.883333,8.7,Pforzheim,,
23152,1977,,2008,,43.2766667,26.929166700000003,Shumen,,
23153,1958,,1990,,43.2766667,26.929166700000003,Shumen,,
23154,1995,,2014,73426.0,52.51764,5.473989,Lelystad,,
23155,1987,,2011,73426.0,52.51764,5.473989,Lelystad,,
23162,1995,2016,2011,,47.23135,39.723284,Rostov-on-Don,,
23163,1979,,2000,,47.23135,39.723284,Rostov-on-Don,,
23164,1988,,2007,,47.23135,39.723284,Rostov-on-Don,,
23165,1984,,2009,,47.23135,39.723284,Rostov-on-Don,,
23166,1983,,2007,,47.23135,39.723284,Rostov-on-Don,,
23167,1990,,2007,,47.23135,39.723284,Rostov-on-Don,,
23168,1923,2005,1965,,47.23135,39.723284,Rostov-on-Don,,
23169,1994,,2014,,47.23135,39.723284,Rostov-on-Don,,
23171,1997,,2019,,47.23135,39.723284,Rostov-on-Don,,
23176,1944,,1975,558457.0,60.17555600000001,24.934167,Helsinki,,
23178,1966,,2004,,8.283333,-76.05,Caimanera,,
23183,1996,,2015,,48.980833,39.728611,Oleksandrivka,,
23253,1997,,2014,,-10.326828,15.012813,Israel,,
23257,1997,,2017,,-10.326828,15.012813,Israel,,
23261,1993,,2015,,-10.326828,15.012813,Israel,,
23265,1988,,2008,,43.6822222,18.4869444,Rijeka,,
23278,1950,,1993,,26.616666700000003,31.6833333,Tunis,,
23288,1988,,2008,,48.283333,12.6,Aresing,Africa,Algeria
23348,1974,,2009,7312.0,43.2586111,18.1133333,Nevesinje,,
23349,1966,,2005,,-34.62749,-58.515041,Versailles,,
23364,1988,,2007,,45.2816667,18.5425,Stari Mikanovci,,
23365,1982,,2014,152975.0,51.2,6.683333,Neuss,,
23366,1924,2006,1950,,52.733333,79.266667,Belaya Tserkov,,
23368,1949,2015,1970,4394585.0,-33.861481,151.205475,Sydney,,
23434,1992,,2016,4394585.0,-33.861481,151.205475,Sydney,,
23500,1989,,2010,,45.816667,10.066667,Lovere,Oceania,American Samoa
23529,1967,,1994,123018.0,46.916667,7.466667,Bern,,
23535,1996,,2017,123018.0,46.916667,7.466667,Bern,,
23541,1982,,2008,,35.897646,69.483287,Sochi,,
23577,1985,,2000,1642245.0,36.098611,120.371944,Qingdao,,
23579,1992,,2013,1642245.0,36.098611,120.371944,Qingdao,,
23581,1989,,2011,1642245.0,36.098611,120.371944,Qingdao,,
23583,1981,,2007,27323.0,49.351111,8.689444,Leimen,,
23585,1937,,1976,221100.0,44.7758333,17.1855556,Banja Luka,,
23586,1982,,2003,22470.0,44.83,78.82388900000001,Tekeli,,
23594,1990,,2015,24324.0,51.622291,5.4403440000000005,Schijndel,,
23595,1946,2017,2007,374655.0,54.9,23.9,Kaunas,,
23596,1998,,2020,374655.0,54.9,23.9,Kaunas,,
23597,1969,,2013,374655.0,54.9,23.9,Kaunas,,
23598,1988,,2010,,11.85,38.016667,Samara,,
23646,1959,,2005,,-13.0833333,-65.33333329999999,Santiago,,
24162,1957,,1991,,-13.0833333,-65.33333329999999,Santiago,,
24678,1996,,2017,,-13.0833333,-65.33333329999999,Santiago,,
25199,1990,,2004,,59.285833,10.418056,Tønsberg,,
25200,1982,,2007,,8.850483,-75.60780799999999,Cali,,
25212,1992,,2007,,9.55,1.5166667,Miami,,
25289,1976,,2009,,56.78625699999999,40.152759,Mytishchi,,
25292,1945,,1985,,44.7008333,16.6844444,Zagreb,,
25294,1958,,1991,,44.7008333,16.6844444,Zagreb,,
25296,1986,,2010,,44.7008333,16.6844444,Zagreb,,
25298,1964,,1988,,44.7008333,16.6844444,Zagreb,,
25300,1965,,1997,,44.7008333,16.6844444,Zagreb,,
25302,1971,,2001,137364.0,45.779657,3.086281,Clermont-Ferrand,,
25303,1988,,2010,320994.0,54.7818,32.0401,Smolensk,,
25304,1983,,2003,,22.569722,88.369722,Kolkata,,
25305,1983,,2003,,22.569722,88.369722,Kolkata,,
25306,1998,,2016,,22.569722,88.369722,Kolkata,,
25307,1982,,2006,,22.569722,88.369722,Kolkata,,
25308,1986,,2018,,22.569722,88.369722,Kolkata,,
25309,1982,,2013,,22.569722,88.369722,Kolkata,,
25310,1960,,1983,5428.0,-32.555882000000004,148.945084,Wellington,,
25431,1983,,2006,,-7.45,-72.466667,Montreal,,
25439,1975,,1998,,-7.45,-72.466667,Montreal,,
25447,1954,,1985,,-7.45,-72.466667,Montreal,,
25455,1978,,2012,98036.0,53.8833333,25.2997222,Lida,,
25473,1974,,1997,132542.0,43.4166667,24.6166667,Pleven,,
25474,1988,,2008,132542.0,43.4166667,24.6166667,Pleven,,
25475,1938,,1979,132542.0,43.4166667,24.6166667,Pleven,,
25476,1986,,2004,50735.0,42.0166667,24.8666667,Asenovgrad,,
25477,1969,,2004,344603.0,64.5401,40.5433,Arkhangelsk,,
25485,1965,,2008,344603.0,64.5401,40.5433,Arkhangelsk,,
25493,1985,,2011,344603.0,64.5401,40.5433,Arkhangelsk,,
25501,1986,,2009,344603.0,64.5401,40.5433,Arkhangelsk,,
25509,1957,2017,1987,344603.0,64.5401,40.5433,Arkhangelsk,,
25517,1989,,2011,52256.0,55.960556,38.045556,Fryazino,,
25520,1996,,2016,477096.0,55.333333,86.083333,Kemerovo,,
25521,1985,,2003,477096.0,55.333333,86.083333,Kemerovo,,
25522,1961,,1987,477096.0,55.333333,86.083333,Kemerovo,,
25523,1991,,2009,1877155.0,44.433333000000005,26.1,Bucharest,,
25525,1991,,2015,1877155.0,44.433333000000005,26.1,Bucharest,,
25526,1944,,1965,1877155.0,44.433333000000005,26.1,Bucharest,,
25527,1934,2008,1986,1877155.0,44.433333000000005,26.1,Bucharest,,
25528,1975,,1994,1877155.0,44.433333000000005,26.1,Bucharest,,
25529,1984,,2007,1877155.0,44.433333000000005,26.1,Bucharest,,
25530,1965,,1993,1877155.0,44.433333000000005,26.1,Bucharest,,
25531,1976,,1993,1877155.0,44.433333000000005,26.1,Bucharest,,
25532,1947,,1978,1877155.0,44.433333000000005,26.1,Bucharest,,
25533,1983,,2010,1877155.0,44.433333000000005,26.1,Bucharest,,
25534,1978,2012,2008,,36.729948,67.696214,Kurgan,,
25562,1974,,1994,,36.729948,67.696214,Kurgan,,
25590,1969,,2001,,44.5783333,16.2063889,Podgorica,,
25595,1983,,2005,,44.5783333,16.2063889,Podgorica,,
25600,1935,2014,1965,194405.0,45.251667,19.836944,Novi Sad,,
25602,1979,,2011,194405.0,45.251667,19.836944,Novi Sad,,
25603,1976,,2013,474887.0,42.0,21.4333333,Skopje,,
25604,1961,,1996,474887.0,42.0,21.4333333,Skopje,,
25605,1967,,1991,,-32.966667,149.866667,Ilford,,
25609,1991,,2008,,-9.292502,16.171227,Lima,,
25782,1995,,2010,,-9.292502,16.171227,Lima,,
25955,1999,,2018,,-9.292502,16.171227,Lima,,
26128,1992,,2012,,-9.292502,16.171227,Lima,,
26301,1999,,2018,,-9.292502,16.171227,Lima,,
26474,1943,,1978,,-9.292502,16.171227,Lima,,
26647,1967,,1992,,-9.292502,16.171227,Lima,,
26820,1985,,2008,22658.0,44.808446,-0.548086,Bègles,,
26821,1987,,2009,186997.0,22.4175,-83.6980556,Pinar del Río,,
26823,1981,,2011,,-16.8833333,-65.1166667,Asunción,Africa,Algeria
26906,1956,,1990,,-16.8833333,-65.1166667,Asunción,Africa,Algeria
26989,1987,,2015,,-20.183333,-42.4,Granada,,
27169,1983,,2007,,-20.183333,-42.4,Granada,,
27349,1979,,2007,,49.696431,17.206068,Krnov,,
27351,1980,,2003,106033.0,51.210062,16.161898,Legnica,,
27352,1910,2000,1986,,-33.35709,149.981476,Portland,,
27382,1979,,2014,91783.0,51.370837,6.175101000000001,Venlo,,
27384,1956,,1989,91783.0,51.370837,6.175101000000001,Venlo,,
27386,1961,,1989,19340.0,45.241111,19.71,Futog,,
27387,1986,,2011,,52.744989,22.836066,Bryansk,,
27392,1990,,2007,,52.744989,22.836066,Bryansk,,
27397,1934,,1964,,52.566667,13.4,Pankow,,
27400,1991,,2013,111560.0,28.6535,57.7646,Jiroft,,
27401,1997,,2016,,6.5833330000000005,38.6,Bursa,,
27404,1965,,1990,1033350.0,54.785167,56.045621,Ufa,,
27407,1972,,1993,1033350.0,54.785167,56.045621,Ufa,,
27410,1970,,1998,,33.609241,69.322934,Milan,,
27469,1999,,2015,,33.609241,69.322934,Milan,,
27528,1960,,1993,,-27.966667,153.4,Southport,,
27541,1993,,2013,,23.8333333,89.95,Bhubaneswar,,
27543,1957,,1985,17669.0,5.152643,-75.03623499999999,Fresno,,
27613,1971,,1998,93835.0,50.723907,3.161168,Tourcoing,,
27614,1958,,1999,,42.050305,-4.131036,Villahán,,
27615,1971,,1997,1062065.0,42.6833333,23.3166667,Sofia,,
27624,1968,,1993,1062065.0,42.6833333,23.3166667,Sofia,,
27633,1949,,1977,1062065.0,42.6833333,23.3166667,Sofia,,
27642,1973,,2002,1062065.0,42.6833333,23.3166667,Sofia,,
27651,1943,,1976,1062065.0,42.6833333,23.3166667,Sofia,,
27660,1979,,2002,1062065.0,42.6833333,23.3166667,Sofia,,
27669,1990,,2017,,17.05,-61.7333333,Lyon,,
27673,1934,2012,1999,14478.0,48.316667,21.583333,Sárospatak,,
27674,1987,,2013,,43.251111,76.431944,Novorossiysk,,
27679,1996,,2018,,43.251111,76.431944,Novorossiysk,,
27684,1992,,2020,,56.884421,41.414817,Odintsovo,,
27693,1979,,1998,122034.0,41.3230556,19.4413889,Durrës,,
27694,1990,,2009,,-14.266667000000002,12.383333,Fortaleza,,
27720,1933,2010,1974,,-3.913889,-70.173611,Zaragoza,,
27999,1994,,2016,,-3.913889,-70.173611,Zaragoza,,
28278,1992,,2009,865672.0,27.999416,120.66682,Wenzhou,Africa,Algeria
28339,1963,,1990,865672.0,27.999416,120.66682,Wenzhou,Africa,Algeria
28400,1976,,2001,865672.0,27.999416,120.66682,Wenzhou,Africa,Algeria
28461,1958,,1988,164422.0,44.2013889,17.9063889,Zenica,,
28463,1970,,1996,12585.0,60.88333299999999,11.566667,Elverum,,
28464,1964,,1988,,51.0178,84.3942,Zyryanovka,,
28470,1964,,2012,,56.367222,84.090278,Kireyevsk,,
28473,1980,,2003,121822.0,49.140278,9.22,Heilbronn,,
28535,1989,,2016,59372.0,48.99365,2.410771,Sarcelles,,
28536,1999,,2018,1569315.0,48.2,16.366667,Vienna,,
28574,1959,,1988,1569315.0,48.2,16.366667,Vienna,,
28593,1968,,2003,1569315.0,48.2,16.366667,Vienna,,
28612,1969,,1989,,46.617222,42.258056,Stavropol,,
28615,1977,,2011,50336.0,42.6166667,25.4,Kazanlak,,
28616,1992,,2010,,40.589722,49.668611,Sumgait,,
28617,1995,,2020,,40.589722,49.668611,Sumgait,,
28618,1985,,2002,,40.589722,49.668611,Sumgait,,
28623,1928,2009,1955,1154508.0,50.083333,14.466667,Prague,,
28627,1942,,1974,1154508.0,50.083333,14.466667,Prague,,
28631,1943,2021,1966,1154508.0,50.083333,14.466667,Prague,,
28635,1950,,1987,1154508.0,50.083333,14.466667,Prague,,
28639,1985,,2002,1154508.0,50.083333,14.466667,Prague,,
28643,1958,,1999,1154508.0,50.083333,14.466667,Prague,,
28647,1958,,1990,35960.0,49.03705,28.112013,Zhmerynka,,
28648,1976,,2004,863734.0,51.540556,46.008611,Saratov,,
28649,1930,,1964,863734.0,51.540556,46.008611,Saratov,,
28650,1964,,2000,863734.0,51.540556,46.008611,Saratov,,
28651,1981,,2004,863734.0,51.540556,46.008611,Saratov,,
28652,1987,,2005,863734.0,51.540556,46.008611,Saratov,,
28653,1980,,2006,497967.0,42.976378,47.502356,Makhachkala,,
28654,1971,,1997,497967.0,42.976378,47.502356,Makhachkala,,
28655,1990,,2009,86639.0,46.583333,0.333333,Poitiers,,
28656,1962,,1987,394023.0,59.4338889,24.7280556,Tallinn,,
28658,1967,,1997,394023.0,59.4338889,24.7280556,Tallinn,,
28659,1985,,2010,,-21.35,-55.233333,São Carlos,,
28668,1989,,2018,,43.7627778,23.5016667,Razgrad,,
28670,2002,,2020,1733846.0,53.55,10.0,Hamburg,,
28696,1979,,2003,1733846.0,53.55,10.0,Hamburg,,
28722,1971,,2018,1733846.0,53.55,10.0,Hamburg,,
28748,1997,,2020,1733846.0,53.55,10.0,Hamburg,,
28774,1970,,1998,1733846.0,53.55,10.0,Hamburg,,
28800,1979,,2017,,42.822423,-2.474903,Adana,,
28806,2003,,2018,228770.0,18.433333,79.15,Karimnagar,Africa,Algeria
28868,1960,,1990,,56.55,13.483332999999998,Uppsala,,
28872,1977,,2014,,-17.5,-58.0666667,Colombia,,
29007,1986,,2010,758603.0,36.908118,30.695565,Antalya,,
29008,1949,,1983,23931.0,50.65,12.2,Greiz,,
29009,1985,,2005,,51.528333,69.79722199999999,Astrakhan,,
29012,1996,,2017,,27.666276,120.050495,Shanxi,Africa,Algeria
29134,1960,,1993,,27.666276,120.050495,Shanxi,Africa,Algeria
29256,2000,,2019,,-33.916667,151.2,Alexandria,,
29459,1972,,1995,,53.9138889,30.3363889,Mogilev,,
29460,1968,,2007,,53.9138889,30.3363889,Mogilev,,
29462,1991,,2007,,48.377891,1.995153,Thionville,,
29464,1983,,2011,,48.377891,1.995153,Thionville,,
29466,1961,,2007,,29.533333,94.416667,Pula,,
29484,1962,,2003,,40.046198,-7.951824,Pampilhosa da Serra,,
29485,1954,,1986,,-30.266667,-61.36666700000001,Portugalete,,
29492,1983,,2018,18740.0,6.699027,-72.732327,Málaga,,
29498,1995,,2017,,-34.333333,138.73333300000002,Stockport,,
29505,1994,,2018,,-9.645056,14.262473000000002,Porto,Americas,Anguilla
29579,1988,,2007,461312.0,-26.3,-48.833333,Joinville,,
29583,1969,,2009,,34.0280556,-88.17,Detroit,,
29591,2003,,2018,,33.015158,67.52998000000001,Babol,,
29594,1943,2008,1958,,17.8,-88.3,Chicago,,
29603,1973,,2007,,44.957186,34.110787,Simferopol,,
29604,1990,,2003,,44.957186,34.110787,Simferopol,,
29605,1975,,1994,,44.957186,34.110787,Simferopol,,
29606,1959,,1987,339240.0,52.63333299999999,-1.133333,Leicester,,
29614,1958,,1992,339240.0,52.63333299999999,-1.133333,Leicester,,
29623,1986,,2020,10437.0,43.2,-80.383333,Paris,,
29753,1984,,2007,10437.0,43.2,-80.383333,Paris,,
29883,1995,,2016,10437.0,43.2,-80.383333,Paris,,
30013,1978,,1998,10437.0,43.2,-80.383333,Paris,,
30143,1962,,1995,10437.0,43.2,-80.383333,Paris,,
30273,1964,,1990,10437.0,43.2,-80.383333,Paris,,
30403,1986,,2008,10437.0,43.2,-80.383333,Paris,,
30533,1990,,2009,,-10.9,-66.1,Valparaíso,,
30611,1982,,2008,,-34.083333,-59.166667,Las Palmas,,
31039,1984,,2010,51383.0,46.514167,16.971667,Nagykanizsa,,
31040,1991,,2013,18242.0,46.526389,18.985833,Kalocsa,,
31042,1969,,2003,75998.0,47.183333000000005,20.2,Szolnok,,
31044,1976,,2001,,34.092398,67.36895799999999,Riga,,
31062,1937,2000,1967,,34.092398,67.36895799999999,Riga,,
31080,1945,,1986,,34.092398,67.36895799999999,Riga,,
31098,1994,,2017,,34.092398,67.36895799999999,Riga,,
31116,1937,2002,1980,,34.092398,67.36895799999999,Riga,,
31134,1994,,2017,,34.092398,67.36895799999999,Riga,,
31152,1985,,2001,,34.092398,67.36895799999999,Riga,,
31170,1940,,2002,,34.092398,67.36895799999999,Riga,,
31188,1967,,1991,,34.092398,67.36895799999999,Riga,,
31206,1972,,1990,,34.092398,67.36895799999999,Riga,,
31242,1963,2006,1990,,34.092398,67.36895799999999,Riga,,
31278,1986,,2007,718495.0,53.5303,49.3461,Tolyatti,,
31279,1957,,1980,423737.0,48.15,17.1166667,Bratislava,Africa,Algeria
31339,1990,,2016,423737.0,48.15,17.1166667,Bratislava,Africa,Algeria
31399,1964,,1992,423737.0,48.15,17.1166667,Bratislava,Africa,Algeria
31459,1931,2011,1990,,44.7375,16.988055600000003,Subotica,,
31462,1979,,1994,,44.7375,16.988055600000003,Subotica,,
31465,1983,,2003,,44.7375,16.988055600000003,Subotica,,
31469,1982,,2009,,40.0672222,44.436111100000005,Hrazdan,Africa,Algeria
31530,1997,,2016,67315.0,19.566667,74.216667,Sangamner,,
31531,1985,,2006,49042.0,51.966667,20.15,Skierniewice,,
31532,1964,,1990,,17.9833333,-88.4333333,London,,
31584,1948,,1976,,17.9833333,-88.4333333,London,,
31610,1958,,1990,,17.9833333,-88.4333333,London,,
31636,1963,,1994,,17.9833333,-88.4333333,London,,
31662,1984,,2000,,17.9833333,-88.4333333,London,,
31688,1955,,1978,,17.9833333,-88.4333333,London,,
31714,1956,,1980,,17.9833333,-88.4333333,London,,
31740,1953,,1977,,17.9833333,-88.4333333,London,,
31766,1941,,1978,73014.0,42.5013889,41.8613889,Zugdidi,,
31767,1971,2002,1996,66796.0,41.327836,2.094718,El Prat de Llobregat,,
31768,1953,,1985,684318.0,-34.921454,-57.954533,La Plata,,
31846,1995,,2018,,-20.8,-65.9333333,Caracas,,
31855,1989,,2008,,-20.8,-65.9333333,Caracas,,
31864,1957,2016,1984,,47.214444,29.161389,Criuleni,,
31865,1970,,1997,38496.0,53.707908,16.699373,Szczecinek,,
31866,1965,,1985,,41.4,23.2166667,Petrich,,
31868,1987,,2011,,41.4,23.2166667,Petrich,,
31870,1958,,1988,,42.2,24.3333333,Pazardzhik,,
31871,1955,,1988,,42.2,24.3333333,Pazardzhik,,
31872,1969,,2012,,42.2,24.3333333,Pazardzhik,,
31873,1975,,2000,,42.1833333,26.6666667,Dobrich,,
31876,1985,,2010,,42.1833333,26.6666667,Dobrich,,
31879,1982,,2001,,27.458447,55.476238,Tehran,,
31882,1980,,2007,,27.458447,55.476238,Tehran,,
31885,1985,,2005,,27.458447,55.476238,Tehran,,
31888,2001,,2018,,27.458447,55.476238,Tehran,,
31891,1975,,2007,,37.2186111,44.2375,Ardabil,,
31894,2001,,2020,,37.513221,70.386475,Sari,,
32033,1971,,2006,,48.468928000000005,38.816689,Kommunarsk,,
32034,1997,,2019,4272.0,13.416667000000002,75.25,Sringeri,Americas,Anguilla
32091,1963,,1993,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32092,1985,2013,2003,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32093,1990,,2018,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32094,1953,2009,1980,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32095,1988,,2010,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32096,1950,,1977,1062931.0,55.15444399999999,61.429722,Chelyabinsk,,
32097,1988,,2014,,56.153423,10.22553,Aarhus,,
32098,1967,,1996,10854.0,45.9,12.0,Valdobbiadene,,
32099,1983,,2020,3547809.0,1.2930556,103.8558333,Singapore,,
32101,1963,,1999,3547809.0,1.2930556,103.8558333,Singapore,,
32103,1990,,2011,1424701.0,38.08,46.2919,Tabriz,,
32104,1958,,2004,,-30.189847,-61.181353,Santurce,,
32107,1988,,2010,71527.0,47.584941,18.393253,Tatabánya,,
32108,1969,,2008,,14.6488,121.0509,Quezon City,,
32109,1986,,2011,,14.6488,121.0509,Quezon City,,
32110,1972,,2008,54365.0,22.5269444,-81.12861109999999,Jagüey Grande,,
32111,1981,,2009,,23.0766667,-82.43,Marianao,Africa,Algeria
32171,1986,,2009,104783.0,53.55,-2.116667,Oldham,,
32179,1990,,2012,649860.0,45.0488,38.9725,Krasnodar,,
32181,1986,,2007,649860.0,45.0488,38.9725,Krasnodar,,
32183,1973,,1991,649860.0,45.0488,38.9725,Krasnodar,,
32185,1971,,1994,649860.0,45.0488,38.9725,Krasnodar,,
32187,1998,,2018,,51.586838,16.357253,Orsk,,
32190,1983,,2012,,49.575785,1.954912,Marseille,,
32222,1967,,1986,16509.0,-16.6227778,-72.7111111,Camaná,,
32223,1993,,2010,,49.983333,-124.766667,Lund,Africa,Algeria
32320,1981,,2014,27734.0,44.054413,5.047716,Carpentras,,
32321,1913,1998,1960,407636.0,-27.795112,-64.261489,Santiago del Estero,,
32322,1994,,2013,1837230.0,22.716667,75.833333,Indore,,
32324,1974,,2005,,39.775556,47.618611,Beylagan,,
32325,1947,,1976,196719.0,50.983333,11.033333,Erfurt,,
32327,1987,,2012,196719.0,50.983333,11.033333,Erfurt,,
32329,1969,,1994,196719.0,50.983333,11.033333,Erfurt,,
32331,1956,,1990,196719.0,50.983333,11.033333,Erfurt,,
32333,1989,,2013,319266.0,68.979174,33.092514,Murmansk,,
32334,1973,,1998,319266.0,68.979174,33.092514,Murmansk,,
32335,1973,,2003,319266.0,68.979174,33.092514,Murmansk,,
32336,1989,,2008,326454.0,25.35,74.633333,Bhilwara,,
32337,1933,2008,1970,10091.0,42.0225,43.555555600000005,Surami,,
32339,1978,,2006,4533.0,42.216666700000005,24.0166667,Belovo,,
32355,1984,,2014,,35.1938889,-0.6413889,Sidi Bel Abbès,,
32356,1972,,1994,,44.8,-62.7,Tangier,,
32361,1990,,2009,,48.916667,15.133333,Bergen,,
32475,1960,2009,1994,555368.0,-7.556111,110.831667,Surakarta,,
32479,1991,,2011,,-6.2066,106.8357,Guntur,,
32544,2000,,2019,,-6.2066,106.8357,Guntur,,
32609,1981,,2007,,53.6,-3.0333330000000003,Ainsdale,,
32610,1968,,2015,108228.0,50.866667,8.033333,Siegen,,
32613,1971,,2000,,13.1,-59.5833333,Rouen,,
32615,1981,,2009,,42.55,43.4,Ankara,,
32621,1985,,2006,,48.645144,14.434162,Rybnik,,
32628,1994,,2020,,48.645144,14.434162,Rybnik,,
32635,1939,,1973,21217.0,52.083333,13.166667000000002,Luckenwalde,,
32636,1964,,1991,,57.816667,16.7,Malmö,,
32639,1975,,2004,,57.816667,16.7,Malmö,,
32642,1970,,1999,,57.816667,16.7,Malmö,,
32645,1957,,1988,,57.816667,16.7,Malmö,,
32648,1992,,2016,10657.0,47.562979,7.780108,Rheinfelden,,
32650,2003,,2019,,6.462222,-74.873611,Marbella,Africa,Algeria
