,game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_black_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,captured_score_for_white,captured_score_for_black,fen_row1_white_count,fen_row2_white_count,fen_row3_white_count,fen_row4_white_count,fen_row5_white_count,fen_row6_white_count,fen_row7_white_count,fen_row8_white_count,fen_row1_white_value,fen_row2_white_value,fen_row3_white_value,fen_row4_white_value,fen_row5_white_value,fen_row6_white_value,fen_row7_white_value,fen_row8_white_value,fen_row1_black_count,fen_row2_black_count,fen_row3_black_count,fen_row4_black_count,fen_row5_black_count,fen_row6_black_count,fen_row7_black_count,fen_row8_black_count,fen_row1_black_value,fen_row2_black_value,fen_row3_black_value,fen_row4_black_value,fen_row5_black_value,fen_row6_black_value,fen_row7_black_value,fen_row8_black_value,move_sequence
184,38a5bdbf-ae7c-4112-a542-658d04f6ca1d,91,46,"Anderssen, Adolf",e7,e6e7,e6,e7,P,White,4krR1/P1p1P3/3p1B2/2pb4/8/4KP2/2r5/6R1,0,0,0,0,0,0,7,7,3,3,0,0,1,1,0,0,2,2,23,23,1,0,2,0,0,1,2,1,5,0,1,0,0,3,2,5,0,1,0,0,2,1,1,2,0,5,0,0,4,1,1,5,"e4,e5"
185,3944f4b4-9d97-457d-b5dd-9d4348f7b737,38,19,Neumann,Rh4,f4h4,f4,h4,R,Black,5rk1/ppp3pp/2p3q1/3nP3/2NP3r/5bP1/PP1Q1P1P/R3R1K1,0,0,0,0,0,0,12,12,7,6,1,1,0,1,1,1,2,2,8,10,3,5,1,2,1,0,0,0,10,13,1,4,1,0,0,0,0,0,1,1,1,2,5,2,0,0,3,5,3,10,5,5,"e4,e5"
186,39fc9484-78b0-4210-8a59-c7f8bc24b6cf,37,19,"Bird, Henry",f7#,f6f7,f6,f7,P,White,r1bqkrQ1/p1ppbP1p/1p6/1B6/3n4/8/PP4PP/1NB1R2K,1,1,0,0,1,0,11,12,5,5,1,1,2,2,1,1,1,2,6,11,4,4,0,0,1,0,1,1,11,4,0,0,3,0,1,9,0,0,0,1,0,1,5,5,0,0,0,3,0,1,7,22,"e4,e5"
187,3c16d655-8d40-4aec-a6a4-a29ae2e1f9b4,49,25,"Munk, H.",Kg3,f2g3,f2,g3,K,White,5rk1/p1Npnrpp/2b5/8/1Q1n3P/B5K1/P6P/R7,0,0,0,0,0,0,8,10,3,4,1,0,1,1,1,2,1,2,16,16,1,2,2,2,0,0,1,0,5,2,3,10,0,0,3,0,0,0,0,1,0,1,6,2,0,0,0,3,0,3,12,5,"e4,e5"
188,3c1bfbed-19de-483c-b650-d6e0ee9a1331,44,22,"Paulsen, Louis",Bd8,e7d8,e7,d8,B,Black,3b2k1/1bpr1ppp/p7/2B1p3/4P3/5PNP/PP4P1/2R3K1,0,0,0,0,0,0,10,10,6,6,0,0,1,2,1,0,1,1,22,22,2,3,3,1,1,0,0,0,5,3,5,1,3,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,1,1,12,3,"e4,e5"
189,3ce7b033-dad2-4012-a266-00bee1670e4f,100,50,"Minckwitz, Johannes",Rf5,f1f5,f1,f5,R,Black,4bBB1/3k2K1/6p1/1p3r2/7P/8/8/8,0,0,0,0,0,0,4,5,1,2,0,0,2,1,0,0,0,1,29,32,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,6,0,0,0,0,2,1,1,1,0,0,0,0,6,1,0,3,"e4,e5"
190,3d06d53d-b678-45a6-acc7-d526023e0a3a,68,34,"Rosenthal, Samuel",Bc5,d4c5,d4,c5,B,Black,5r1k/2pQ2pq/1p1p1pR1/pPbPr2p/P3P3/3R1PP1/7P/2B4K,0,0,0,0,0,0,12,12,7,7,1,1,1,1,0,0,2,2,10,10,2,1,3,2,2,1,1,0,3,1,7,2,2,5,9,0,0,0,0,0,4,3,3,2,0,0,0,0,10,3,11,5,"e4,e5"
191,3d34d3d9-6f44-4ae2-ba11-9bece1d58d48,100,50,"Von Schmidt, Eugen",Rh4+,h8h4,h8,h4,R,Black,R2n4/1P6/4k3/2P5/2K4r/7p/8/8,1,0,0,0,0,0,4,4,2,1,0,0,0,0,0,1,1,1,30,32,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,5,0,0,1,1,0,1,0,1,0,0,1,5,0,0,0,3,"e4,e5"
192,3da08c33-7fc1-4a9d-a9d0-d0ff1e1d0d32,47,24,"Von Minckwitz, Hans",Nxf7,e5f7,e5,f7,N,White,6k1/ppp1nNp1/5n1p/2N5/3P4/6P1/PP3r1P/2R1R1K1,0,0,0,0,0,0,10,9,5,5,0,0,0,0,2,2,2,1,23,18,3,3,1,1,1,0,1,0,10,3,1,1,3,0,3,0,0,1,0,0,0,2,5,1,0,5,0,0,0,4,7,0,"e4,e5"
193,3de3c76f-1760-40e6-aefc-1266f61a35b8,41,21,"Lange, Max",Nf5#,g3f5,g3,f5,N,White,r4b1r/ppp1q3/2np3p/5N1b/3PP2k/4B2P/PPP3K1/8,1,1,0,0,1,0,9,12,6,5,0,1,1,2,1,1,0,2,6,27,0,4,2,2,1,0,0,0,0,3,4,2,3,0,0,0,0,0,0,1,1,3,4,3,0,0,0,0,3,5,12,13,"e4,e5"
194,3ea91d86-6562-4fd3-b4e0-dd54edfacbf5,39,20,"MacDonnell, George",Bb5,c4b5,c4,b5,B,White,r1bkr3/ppp2Q1p/3p4/1BqNb3/8/3P4/PPP3PP/4R2K,0,0,0,0,0,0,11,11,6,5,1,1,1,2,1,0,1,2,9,13,2,5,1,0,2,0,1,0,5,5,1,0,6,0,9,0,0,0,0,0,2,1,4,4,0,0,0,0,12,1,4,13,"e4,e5"
195,3ed235cd-1cc7-4a1e-9931-a12a46648f4e,38,19,"Von Minckwitz, Hans",Rh1#,h2h1,h2,h1,R,Black,3r2k1/ppp3pp/2p5/8/2NPb1nB/2P5/PP6/RN1Q1RKr,1,1,0,0,1,0,11,11,4,6,1,0,1,1,2,1,2,2,17,7,5,2,1,3,0,0,0,0,22,2,1,7,0,0,0,0,1,0,0,2,0,1,5,2,5,0,0,6,0,1,5,5,"e4,e5"
196,3f75ded5-bfc3-4044-b35d-ba5139f650ea,87,44,"Rosenthal, Samuel",Kxe3,e4e3,e4,e3,K,White,7k/1p6/7p/2P3p1/3P4/4K1P1/P2rR2P/8,0,0,0,0,0,0,7,5,5,3,0,0,0,0,0,0,1,1,31,29,0,3,2,1,1,0,0,0,0,7,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,5,0,0,1,1,1,0,"e4,e5"
197,3fbd5e17-e49f-4362-9809-bdd14b99f19d,48,24,"Minckwitz, Johannes",Rxe6,f6e6,f6,e6,R,Black,r3b2k/2p3pp/p1p1r3/1pB2p2/5P2/2P4P/PP4P1/3R1RK1,0,0,0,0,0,0,10,11,6,7,0,0,1,1,0,0,2,2,19,20,3,3,2,1,1,0,0,0,10,3,2,1,3,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,2,7,3,8,"e4,e5"
198,40753e05-b3fc-4815-9cc7-427837408078,41,21,"Blackburne, Joseph",Ne4,c3e4,c3,e4,N,White,r1b2r2/pp2q2k/4Pn2/2pP2Qp/4N1pP/8/PPP3P1/4RRK1,0,0,0,0,0,0,12,11,7,5,1,1,0,1,1,1,2,2,9,10,3,4,0,2,2,1,0,0,10,4,0,4,10,1,0,0,0,0,0,1,2,1,4,3,0,0,0,1,2,3,11,13,"e4,e5"
199,4091b622-6f22-4dc0-b6a4-fcef16b82e40,142,71,"Steinitz, Wilhelm",Kh6,h5h6,h5,h6,K,Black,7R/4K2P/6rk/8/8/8/8/8,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,34,33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,"e4,e5"
200,40e79dec-da15-4a62-8e71-3b46178d3586,91,46,"Rosenthal, Samuel",b8=Q+,b7b8q,b7,b8,Q,White,1Q6/5ppp/6b1/2NK2P1/7P/8/1k6/q7,1,0,0,0,0,0,5,6,2,3,1,1,0,1,1,0,0,0,24,25,0,0,0,1,3,0,0,1,0,0,0,1,4,0,0,9,1,1,0,0,0,1,3,0,9,0,0,0,0,3,3,0,"e4,e5"
201,425d7f13-9441-47df-9e57-7b0d35d8d758,62,31,"Kolisch, Ignac",Qd2+,d5d2,d5,d2,Q,Black,6k1/bp4pp/p4p2/5P2/1r6/4pRP1/1PPq2KP/4Q3,1,0,0,0,0,0,8,10,5,6,1,1,0,1,0,0,1,1,16,20,1,4,2,0,1,0,0,0,9,3,6,0,1,0,0,0,0,1,1,1,0,2,4,1,0,9,1,5,0,2,6,0,"e4,c5"
202,42fd4f22-59d5-4448-928a-c48b1b35a571,39,20,"MacKenzie, George H",Qh6+,h3h6,h3,h6,Q,White,r1br1k2/p6p/2pqpn1Q/1p2Np2/3P1P2/1BP5/P1P4P/4RRK1,1,0,0,0,0,0,12,12,6,6,1,1,1,1,1,1,2,2,8,8,3,3,2,2,1,1,0,0,10,3,4,2,3,9,0,0,0,0,0,0,2,4,2,4,0,0,0,0,2,14,2,13,"e4,e6"
203,4320722b-46e9-4042-b87a-69401562f1f7,128,64,"Winawer, Szymon",Kg5,h4g5,h4,g5,K,Black,8/5p2/7R/4p1kP/6r1/4K3/8/8,0,0,0,0,0,0,3,4,1,2,0,0,0,0,0,0,1,1,32,33,0,0,1,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,2,0,1,0,0,0,0,5,1,0,1,0,"e4,e5"
204,43d552d9-3e8b-4791-a7ac-2d95c546b5e5,38,19,"Schulten, John W",Qxc3,d4c3,d4,c3,Q,Black,rnbr1k2/pp4pQ/1b2p1B1/3p3N/5P2/2q5/P5PP/R1B2R1K,0,0,0,0,0,0,11,12,4,5,1,1,2,2,1,1,2,2,6,7,4,3,0,1,1,1,1,0,13,3,0,1,3,3,9,0,0,0,1,0,1,2,3,5,0,0,9,0,1,4,3,16,"e4,e6"
205,43f17b57-334d-4932-b254-b9266ad3ae90,61,31,"Knoore, V.",Qd7,b5d7,b5,d7,Q,White,6k1/pp1Q2pp/4n3/3p4/3Pp3/6P1/P5KP/4r3,0,0,0,0,0,0,6,9,4,6,1,0,0,0,0,1,0,1,25,26,0,3,1,1,0,0,1,0,0,2,1,1,0,0,9,0,1,0,0,1,1,1,4,1,5,0,0,1,1,3,4,0,"e4,e5"
206,4511052b-148d-4869-83ac-32f73e5ffea1,53,27,Wolgast,Qc3,d2c3,d2,c3,Q,White,2kr3r/2pn1p2/p3q2p/1p1pPR2/1B1P4/1PQ5/P5PP/5RK1,0,0,0,0,0,0,11,11,6,6,1,1,1,0,0,1,2,2,11,11,2,3,2,2,2,0,0,0,5,3,10,4,6,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,2,11,5,10,"e4,e5"
207,458745dd-f4f8-42ff-ae0e-a6cd5aa0c758,144,72,"Hosmer, Henry",Ne3,c2e3,c2,e3,N,Black,8/8/8/6B1/8/pP1pn3/4k3/1K6,0,0,0,0,0,0,3,4,1,2,0,0,1,0,0,1,0,0,34,35,1,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,"e4,c5"
208,45f43633-cd23-425c-9344-ad4fc25cef26,66,33,"Blackburne, Joseph",Qxf4+,g4f4,g4,f4,Q,Black,8/pp1k2b1/2ppp3/8/3P1q2/1BP5/PP5K/R7,1,0,0,0,0,0,7,8,4,5,0,1,1,1,0,0,1,0,22,27,1,3,2,1,0,0,0,0,5,2,4,1,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,9,0,3,5,0,"e4,e5"
209,4653092c-cceb-4fd4-8bfb-9c3c8d2bef81,51,26,"McKenzie, George",Rxf6,f5f6,f5,f6,R,White,3r3k/p4p1p/5R2/3p4/2p5/2N2P2/PPP3PP/6K1,0,0,0,0,0,0,9,7,6,5,0,0,0,0,1,0,1,1,29,25,1,5,2,0,0,1,0,0,0,5,4,0,0,5,0,0,0,0,0,1,1,0,3,2,0,0,0,1,1,0,3,5,"e4,e5"
210,465c1b40-3281-4920-9d10-2599f64ede83,90,45,"Winawer, Szymon",Rxg3,b3g3,b3,g3,R,Black,8/8/4pkp1/7p/2RPKP1P/r5r1/8/4R3,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,0,2,2,26,26,1,0,0,5,0,0,0,0,5,0,0,8,0,0,0,0,0,0,2,0,1,3,0,0,0,0,10,0,1,2,0,0,"d4,d5"
211,46c9e5d4-fb57-4326-9af7-f6a7e5f89958,82,41,"Knorre, Viktor",Rg2,c2g2,c2,g2,R,Black,4r1k1/6Bp/p2pP3/5P2/1p2P2K/5PQ1/P5rP/5q2,0,0,0,0,0,0,9,8,6,4,1,1,1,0,0,0,0,2,16,21,0,2,2,2,1,1,1,0,0,2,10,1,1,1,3,0,1,1,0,1,0,2,1,2,9,5,0,1,0,2,1,5,"e4,e5"
212,47dc05b6-2a12-4192-8be8-b61d0a3b92b3,71,36,"Hartogh, Heys",Ra7,b7a7,b7,a7,R,White,6k1/R7/p7/1p5p/b4K2/6P1/1P5P/8,0,0,0,0,0,0,5,5,3,3,0,0,0,1,0,0,1,0,33,31,0,2,1,1,0,0,1,0,0,2,1,0,0,0,5,0,0,0,0,1,2,1,0,1,0,0,0,3,2,1,0,0,"e4,e5"
213,48044cea-f294-41b9-a348-d9bdb288588b,31,16,"Steinitz, Wilhelm",Na4,c3a4,c3,a4,N,White,r3k1n1/p1pb3r/2p1p1pb/4PpNp/N4B2/8/PPPR1PPP/2KR4,0,0,0,0,0,0,13,13,7,7,0,0,1,2,2,1,2,2,13,13,2,7,0,2,2,0,0,0,5,11,0,6,4,0,0,0,0,0,0,0,2,4,4,3,0,0,0,0,2,6,10,8,"e4,e6"
214,484c965e-d6bb-498f-8557-0e1c66198231,71,36,"Anderssen, Adolf",Qe1#,b4e1,b4,e1,Q,White,r3qb1r/4n1pp/p2n4/1pN5/5P2/8/P3R1PP/2k1Q1K1,1,1,0,0,1,0,8,11,4,4,1,1,0,1,1,2,1,2,7,18,2,4,0,1,1,0,0,0,9,8,0,1,3,0,0,0,1,0,0,0,1,2,3,4,0,0,0,0,1,4,5,22,"e4,e5"
215,485eb8a1-c06f-4110-af84-a348569af3bc,51,26,"From, Martin Severin Janus",Bf3,g4f3,g4,f3,B,White,r4rk1/pbbp1pnp/5B2/1pp5/2qPN3/5B2/PP2R2P/3R2QK,0,0,0,0,0,0,11,13,4,6,1,1,2,2,1,1,2,2,5,7,3,4,1,2,0,1,0,0,14,8,3,4,0,3,0,0,0,0,0,1,2,0,7,3,0,0,0,9,2,0,13,10,"e4,e5"
216,4862e3b8-0e81-47ce-a1e1-7fb2b4218c8a,105,53,"Schallopp, Emil",a5,a4a5,a4,a5,P,White,8/5p2/5k1p/P7/1p5P/4K1P1/8/8,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,36,36,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,1,0,"e4,e6"
217,48801a8a-c2be-46b4-990b-800c8f2b20b7,73,37,"Anderssen, Adolf",Rg8,g7g8,g7,g8,R,White,6R1/R7/6pk/7p/5p2/8/P4PP1/3q1BK1,0,0,0,0,0,0,7,5,3,3,0,1,1,0,0,0,2,0,27,23,2,3,0,0,0,0,1,1,3,3,0,0,0,0,5,5,1,0,0,1,1,2,0,0,9,0,0,1,1,1,0,0,"e4,e5"
218,48c07d79-062c-449f-ae8d-0323c3bff5ad,115,58,"Pitschel, Karl",Qg6#,f7g6,f7,g6,Q,White,4r3/p7/1pq2pQk/2P4p/P2P1NpP/6P1/5P2/5RK1,1,1,0,0,1,0,10,8,6,5,1,1,0,0,1,0,1,1,20,16,2,1,1,4,1,1,0,0,5,1,1,6,1,9,0,0,0,0,0,1,1,4,1,1,0,0,0,1,1,11,1,5,"e4,e5"
219,48ec439b-7c6b-4c38-ad6f-b3b10bd66501,76,38,"Steinitz, Wilhelm",a3,a4a3,a4,a3,P,Black,3k4/2pp1p2/6p1/1n1NP1N1/1P6/p7/2b2PPP/5K2,0,0,0,0,0,0,8,8,5,5,0,0,0,1,2,1,0,0,28,28,1,3,0,1,3,0,0,0,0,3,0,1,7,0,0,0,0,1,1,0,1,1,3,1,0,3,1,0,3,1,3,0,"e4,e5"
220,48fed3d8-094d-4d1a-a95b-d7c6532d1096,68,34,"Anderssen, Adolf",Rd2+,d1d2,d1,d2,R,Black,7k/7p/p4prB/1pb3P1/2p4P/2P5/PP1r2KQ/8,1,0,0,0,0,0,8,9,5,5,1,0,1,1,0,0,0,2,21,22,0,4,1,1,1,1,0,0,0,11,1,1,1,3,0,0,0,1,0,1,2,3,1,1,0,5,0,1,4,7,1,0,"e4,e5"
221,497a4175-9ada-47c0-8f74-765be3f4f126,139,70,"Zukertort, Johannes",Kb7,b6b7,b6,b7,K,White,8/1K4k1/R5r1/P7/8/8/8/8,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,34,33,0,0,0,0,1,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,"e4,e5"
222,498bf9eb-11f5-4ab6-ac67-11f7e372dba8,66,33,"Paulsen, Louis",Re5,f5e5,f5,e5,R,Black,3r3k/6pp/p5n1/1p2r3/8/8/PPB1RPPP/5K2,0,0,0,0,0,0,8,8,5,4,0,0,1,0,0,1,1,2,22,26,1,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,6,4,2,5,"d4,f5"
223,49a994ad-6701-4fc8-903b-750aaa4a077f,70,35,"Anderssen, Adolf",Re8,d8e8,d8,e8,R,Black,4r3/2p2pk1/6r1/2ppPKNp/1P6/2P3R1/3Q1P2/7q,0,0,0,0,0,0,8,9,4,5,1,1,0,0,1,0,1,2,15,18,0,2,2,1,3,0,0,0,0,10,6,1,4,0,0,0,1,0,0,0,3,1,3,1,9,0,0,0,3,5,2,5,"e4,e5"
224,49ff9687-f110-49fb-8111-6b516597bf7c,65,33,"Minckwitz, Johannes",Rxa6,c6a6,c6,a6,R,White,6rk/8/R7/3p3p/4p3/8/PPP2PrP/5R1K,0,0,0,0,0,0,8,6,5,3,0,0,0,0,0,0,2,2,26,24,2,5,0,0,0,1,0,0,5,5,0,0,0,5,0,0,0,1,0,1,2,0,0,2,0,5,0,1,2,0,0,5,"e4,e5"
225,4a20483c-f85b-4e70-a69a-9c47214eca5a,58,29,"Blackburne, Joseph",Rxd4,c4d4,c4,d4,R,Black,1k5r/ppp5/3p4/1b5p/3r4/8/P1PRRPP1/6K1,0,0,0,0,0,0,7,9,4,5,0,0,0,1,0,0,2,2,21,25,1,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,0,0,5,4,1,3,5,"e4,e5"
226,4a4413a9-551f-4342-a279-7eeed6297404,92,46,"Minckwitz, Johannes",Kd7,d6d7,d6,d7,K,Black,8/3k3p/5Pp1/2p2NPP/4K3/pb6/8/8,0,0,0,0,0,0,5,6,3,4,0,0,0,1,1,0,0,0,32,33,0,0,0,1,3,1,0,0,0,0,0,0,5,1,0,0,0,0,2,0,1,1,2,0,0,0,4,0,1,1,1,0,"e4,e5"
227,4a6d6bb4-ecdd-4052-beae-d0dda895725c,91,46,"Steinitz, Wilhelm",Rxa7,a1a7,a1,a7,R,White,6r1/Rp5k/6Np/2P1bp1P/1P1p2P1/3P1P2/8/6K1,0,0,0,0,0,0,9,7,6,4,0,0,0,1,1,0,1,1,27,25,1,0,2,2,2,1,1,0,0,0,2,2,2,3,5,0,0,0,0,1,2,1,2,1,0,0,0,1,4,1,1,5,"Nf3,d5"
228,4aa9d467-8e38-4ad8-930c-7403d722000a,45,23,"MacKenzie, George H",fxg6+,f5g6,f5,g6,P,White,r4b1r/pp1qnk2/4NpPp/3p2p1/3P4/2N4Q/PPPB1R1P/4R1K1,1,0,0,0,0,0,13,12,6,6,1,1,1,1,2,1,2,2,8,5,2,6,2,1,0,2,0,0,5,12,12,1,0,4,0,0,0,0,0,0,2,2,5,3,0,0,0,0,2,2,14,13,"e4,e5"
229,4ab31ab0-7667-486b-b4b6-128a64573c61,110,55,"Elder, F.",Ka7,b6a7,b6,a7,K,Black,8/kb6/4p3/2P2p2/7P/P5Q1/6PK/3r1q2,0,0,0,0,0,0,6,6,4,2,1,1,0,1,0,0,0,1,20,26,0,2,2,1,1,0,0,0,0,1,10,1,1,0,0,0,2,0,0,0,1,1,2,0,14,0,0,0,1,1,3,0,"e4,e5"
230,4b917cbd-fe0c-421f-b8a3-c40d235c738f,28,14,"Anderssen, Adolf",g4,g5g4,g5,g4,P,Black,r3k2r/1ppb4/1bnp1q1p/pB2p3/P2PPpp1/1NP2N2/1P3PPP/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,4,3,3,1,0,0,0,19,4,7,3,3,0,0,0,0,0,0,2,2,5,3,3,0,0,0,2,2,17,5,10,"e4,e5"
231,4c321aa6-e366-42e1-8a0a-825cdfaa5cc6,38,19,"De Vere, Cecil V",Bxd4,b6d4,b6,d4,B,Black,r2N2k1/p1p4p/5p2/3b4/3bp3/8/PP3PPP/R4RK1,0,0,0,0,0,0,9,9,5,5,0,0,0,2,1,0,2,1,23,21,3,5,0,0,0,0,0,1,10,5,0,0,0,0,0,3,0,0,0,2,1,1,3,2,0,0,0,4,3,1,3,5,"e4,e5"
232,4c3d5107-41c5-4db3-8404-bafa7ed25425,68,34,"Anderssen, Adolf",Ne6,c5e6,c5,e6,N,Black,4r3/1pp4p/1p2nk2/1P3p2/4pP2/2P3R1/3r3P/4RBK1,0,0,0,0,0,0,8,10,4,6,0,0,1,0,0,1,2,2,20,22,3,1,2,1,1,0,0,0,8,1,6,1,1,0,0,0,0,1,0,1,1,3,3,1,0,5,0,1,1,4,3,5,"e4,e5"
233,4c572700-775f-4ea0-923e-4839c381fc66,87,44,"Harding, H.",Rf7+,f6f7,f6,f7,R,White,8/r2k1R2/8/P3p2p/1B1pb3/6P1/4P3/4K3,1,0,0,0,0,0,6,6,3,3,0,0,1,1,0,0,1,1,28,28,1,1,1,1,1,0,1,0,0,1,1,3,1,0,5,0,0,0,0,2,2,0,2,0,0,0,0,4,2,0,5,0,"a3,d5"
234,4d6843d3-825b-4337-87d9-aa900ce3c2ef,85,43,"Anderssen, Adolf",fxe5,f4e5,f4,e5,P,White,8/7p/p7/4Pk2/8/P6P/1P4P1/6K1,0,0,0,0,0,0,6,3,5,2,0,0,0,0,0,0,0,0,37,34,1,2,2,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,"e4,e6"
235,4ddae3d2-0574-4208-bb59-d90582c84d30,78,39,"Neumann, Gustav",Qg1#,g5g1,g5,g1,Q,Black,6k1/p4p2/7p/1p3P2/8/5Q2/P2rR2p/6qK,1,1,0,0,1,0,5,8,2,5,1,1,0,0,0,0,1,1,20,23,1,2,1,0,1,0,0,0,0,6,9,0,1,0,0,0,1,2,0,0,1,1,2,1,9,6,0,0,1,1,2,0,"e4,e5"
236,4ef8e0a8-bc95-4a4b-9f3f-e5f5637857b4,53,27,"Zukertort, Johannes",Kf2,e1f2,e1,f2,K,White,4r1k1/5pp1/b1p5/p7/Pp2r3/1B2NR2/1PP2KPP/R7,0,0,0,0,0,0,10,9,5,5,0,0,1,1,1,0,2,2,21,18,1,5,3,1,0,0,0,0,5,4,11,1,0,0,0,0,0,0,0,2,1,2,2,2,0,0,0,6,1,4,2,5,"e4,e5"
237,5084c95e-cbd2-4d29-b9c0-206b97f99049,83,42,"Steinitz, Wilhelm",Nc7,a8c7,a8,c7,N,White,8/2N4p/4b3/1p2k3/1P5P/2P1p1P1/1P2K3/8,0,0,0,0,0,0,7,5,5,3,0,0,0,1,1,0,0,0,33,31,0,2,2,2,0,0,1,0,0,1,2,2,0,0,3,0,0,0,1,0,2,1,1,0,0,0,1,0,1,3,1,0,"e4,e5"
238,51065d9f-15c8-4f65-ab36-0ade69cc2f6b,59,30,"Steinitz, Wilhelm",Nc7+,d5c7,d5,c7,N,White,4qr2/1pN1nk2/r5p1/p4pP1/P2BpP2/1B6/1PP2KP1/3R3R,1,0,0,0,0,0,12,10,6,5,0,1,2,0,1,1,2,2,12,14,2,4,1,3,1,0,1,0,10,3,3,5,1,0,3,0,0,0,0,1,2,2,3,2,0,0,0,1,2,6,4,14,"e4,e5"
239,5119812e-f81e-4f12-b9a5-44e9d44fbc76,86,43,"Steinitz, Wilhelm",Qxh5+,e5h5,e5,h5,Q,Black,6k1/1p4p1/4bp1p/7q/4P1n1/Q5P1/p7/5R1K,1,0,0,0,0,0,5,9,2,5,1,1,0,1,0,1,1,0,19,23,2,0,2,1,0,0,0,0,5,0,10,1,0,0,0,0,0,1,0,1,1,3,2,1,0,1,0,3,9,5,2,0,"e4,e5"
240,51df9e72-ce52-4071-972b-da40a6f39a88,34,17,"Burn, Amos",Nf3+,d4f3,d4,f3,N,Black,8/p1pk1pQp/8/2b5/4pn2/2P1Bn2/PP2q1PP/RN3RK1,1,0,0,0,0,0,11,10,5,5,1,1,1,1,1,2,2,0,16,9,4,4,2,0,0,0,1,0,13,4,4,0,0,0,9,0,0,1,1,2,1,0,5,0,0,9,3,4,3,0,4,0,"e4,e5"
241,51e47f96-3d52-409d-af59-003d5010ecb5,89,45,"Zukertort, Johannes",Rf8,f3f8,f3,f8,R,White,5R1r/8/6pk/p3p2p/PpPbP2P/1P6/4K1P1/5R2,0,0,0,0,0,0,9,8,6,5,0,0,0,1,0,0,2,1,26,23,1,2,1,4,0,0,0,1,5,1,1,4,0,0,0,5,0,0,0,2,3,2,0,1,0,0,0,4,3,1,0,5,"e4,e5"
242,52694b41-7f05-4707-9031-a938a8d22292,123,62,Minchin,a6,a5a6,a5,a6,P,White,8/8/P5p1/5k1p/2Pp4/6P1/6K1/8,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,36,36,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,"e4,e6"
243,526cdb10-afc5-4068-bd8e-ba4f25ba281e,50,25,"Blackburne, Joseph",Bg2,c6g2,c6,g2,B,Black,2krr3/2p2ppp/p7/8/2p2Bn1/2P3P1/PP2B1b1/R3KR2,0,0,0,0,0,0,9,11,4,6,0,0,2,1,0,1,2,2,17,19,3,3,2,1,0,0,0,0,10,5,2,3,0,0,0,0,0,1,0,2,0,1,4,3,0,3,0,4,0,1,4,10,"e4,e5"
244,54dcf672-f1f4-4f36-8c4a-0c2ca1b4d5e6,91,46,"Anderssen, Adolf",e7,e6e7,e6,e7,P,White,4krR1/P1p1P3/3p1B2/2pb4/8/4KP2/2r5/6R1,0,0,0,0,0,0,7,7,3,3,0,0,1,1,0,0,2,2,23,23,1,0,2,0,0,1,2,1,5,0,1,0,0,3,2,5,0,1,0,0,2,1,1,2,0,5,0,0,4,1,1,5,"e4,e5"
